TSS	Adf1_4_7mer	CrebA_2_7mer	brk_4_7mer	esg_7mer	h_1_7mer	h_2_7mer	h_3_7mer	hkb_7mer
FBgn0037336:chr3R:1373490:-	0	0	0	0	0	0	0	1
FBgn0037371:chr3R:1568168:-	1	0	0	0	0	0	0	0
FBgn0037380:chr3R:1628878:+	1	0	0	0	0	0	0	1
FBgn0037412:chr3R:2047503:-	1	0	0	0	0	0	0	0
FBgn0037414:chr3R:2074714:+	1	0	0	0	0	0	0	0
FBgn0037424:chr3R:2127528:+	1	0	0	0	0	0	0	0
FBgn0037448:chr3R:2308518:+	0	0	0	0	1	2	1	0
FBgn0037448:chr3R:2312711:+	1	0	0	0	0	0	0	0
FBgn0037487:chr3R:3057374:+	1	0	0	0	0	0	0	0
FBgn0037488:chr3R:3068325:+	1	0	0	0	0	0	0	0
FBgn0037533:chr3R:3803488:-	0	2	0	0	0	0	0	0
FBgn0037534:chr3R:3821568:-	1	0	0	0	0	0	0	0
FBgn0037594:chr3R:4378330:+	0	0	0	0	0	0	0	1
FBgn0037662:chr3R:5003284:+	1	0	0	0	0	0	0	0
FBgn0037676:chr3R:5154227:-	1	0	0	0	0	0	0	0
FBgn0037718:chr3R:5412661:+	0	0	0	0	0	0	0	1
FBgn0037728:chr3R:5503653:+	0	0	0	0	0	0	0	1
FBgn0037755:chr3R:5616939:-	0	2	0	0	0	0	0	0
FBgn0037760:chr3R:5635085:-	0	0	0	0	0	0	0	1
FBgn0037766:chr3R:5693842:-	1	0	0	0	0	0	0	0
FBgn0037788:chr3R:5938268:+	0	0	0	0	0	2	0	0
FBgn0037804:chr3R:6110312:+	0	0	0	0	1	2	1	0
FBgn0037820:chr3R:6512665:+	1	0	0	0	0	0	0	0
FBgn0037853:chr3R:6710556:-	0	2	0	0	0	0	0	0
FBgn0037872:chr3R:7028754:+	0	0	0	0	0	0	1	0
FBgn0037877:chr3R:7045766:-	0	2	0	0	0	0	0	0
FBgn0037890:chr3R:7069698:-	0	2	0	0	0	0	0	0
FBgn0037956:chr3R:7695183:-	1	0	0	0	0	0	0	0
FBgn0038011:chr3R:8137075:+	1	0	0	0	0	0	0	0
FBgn0038029:chr3R:8209083:+	1	0	0	0	0	0	0	0
FBgn0038065:chr3R:8453763:+	0	2	0	0	0	2	1	0
FBgn0038070:chr3R:8468295:-	1	0	0	0	0	0	0	0
FBgn0038073:chr3R:8489943:+	0	0	0	0	0	0	1	0
FBgn0038087:chr3R:8674141:-	1	0	0	0	0	0	0	1
FBgn0038098:chr3R:8797848:-	0	0	0	1	0	0	0	0
FBgn0038124:chr3R:9014287:+	0	0	1	0	0	0	0	0
FBgn0038126:chr3R:9040187:-	2	0	0	0	0	0	0	1
FBgn0038130:chr3R:9105445:+	0	0	0	0	0	2	0	0
FBgn0038134:chr3R:9118920:-	1	0	0	0	0	0	0	0
FBgn0038135:chr3R:9120472:+	0	0	1	0	0	0	0	0
FBgn0038158:chr3R:9413909:+	0	0	0	0	0	0	0	1
FBgn0038159:chr3R:9418336:-	1	0	0	0	0	0	0	0
FBgn0038205:chr3R:9944121:-	0	2	0	0	0	0	0	0
FBgn0038223:chr3R:10152404:-	1	0	0	0	0	0	0	0
FBgn0038224:chr3R:10152746:+	1	0	0	0	0	0	0	0
FBgn0038238:chr3R:10385776:-	0	2	0	0	0	0	0	0
FBgn0038244:chr3R:10401570:-	0	0	0	0	0	0	0	1
FBgn0038258:chr3R:10588758:-	0	0	0	0	0	0	0	1
FBgn0038295:chr3R:11009908:+	0	2	0	0	0	0	0	0
FBgn0038301:chr3R:11039322:-	1	0	0	0	0	0	0	0
FBgn0038339:chr3R:11259906:-	1	0	0	0	0	0	0	0
FBgn0038351:chr3R:11458605:+	1	0	0	0	0	0	0	0
FBgn0038401:chr3R:11972741:+	1	0	0	0	0	0	0	0
FBgn0038511:chr3R:13251494:+	2	0	0	0	0	0	0	0
FBgn0038592:chr3R:14093510:+	1	0	0	0	0	0	0	0
FBgn0038606:chr3R:14181249:-	1	0	0	0	0	0	0	0
FBgn0038607:chr3R:14187716:+	0	0	0	1	0	0	0	0
FBgn0038642:chr3R:14518441:-	1	0	0	0	0	0	0	0
FBgn0038652:chr3R:14620876:-	1	0	0	0	0	0	0	0
FBgn0038695:chr3R:15082988:+	1	0	0	0	0	0	0	0
FBgn0038720:chr3R:15458440:-	0	2	0	0	0	0	0	0
FBgn0038727:chr3R:15490818:+	2	0	0	0	0	0	0	0
FBgn0038774:chr3R:15995158:+	1	2	0	0	0	0	0	0
FBgn0038780:chr3R:16113944:+	2	0	0	0	0	0	0	0
FBgn0038799:chr3R:16336069:-	0	0	0	0	0	0	1	0
FBgn0038815:chr3R:16443632:+	1	0	0	0	0	0	0	0
FBgn0038818:chr3R:16482562:-	0	0	0	0	0	2	0	0
FBgn0038826:chr3R:16608705:+	1	0	0	0	0	0	0	0
FBgn0038881:chr3R:17175306:-	1	0	0	0	0	0	0	0
FBgn0038944:chr3R:18166024:-	0	0	0	0	0	0	0	1
FBgn0038958:chr3R:18219826:-	1	0	0	0	0	0	0	0
FBgn0038959:chr3R:18228377:+	3	0	0	0	0	0	0	0
FBgn0038980:chr3R:18322939:+	1	0	0	0	0	0	0	0
FBgn0039027:chr3R:18630013:+	0	0	0	0	0	2	0	0
FBgn0039039:chr3R:18852435:-	1	0	0	0	0	0	0	0
FBgn0039043:chr3R:18873910:-	1	0	0	0	0	0	0	0
FBgn0039054:chr3R:18938437:-	1	0	0	0	0	0	0	0
FBgn0039055:chr3R:18943673:-	0	0	0	0	0	0	0	1
FBgn0039056:chr3R:18946948:+	0	2	0	0	0	0	0	0
FBgn0039064:chr3R:19065771:-	0	0	0	0	1	0	1	0
FBgn0039078:chr3R:19238329:-	0	0	1	0	0	0	0	0
FBgn0039088:chr3R:19382495:-	1	0	0	0	0	0	0	0
FBgn0039120:chr3R:19607366:-	1	0	0	0	0	0	0	0
FBgn0039161:chr3R:19998353:+	1	0	0	0	0	0	0	0
FBgn0039180:chr3R:20121107:-	0	0	0	0	1	0	1	0
FBgn0039195:chr3R:20198484:-	1	0	0	0	0	0	0	0
FBgn0039213:chr3R:20456018:+	2	0	0	0	0	0	0	0
FBgn0039217:chr3R:20538506:+	0	0	0	0	0	0	1	0
FBgn0039226:chr3R:20625390:-	0	2	0	0	0	0	0	0
FBgn0039284:chr3R:20986627:+	0	0	0	0	0	2	0	0
FBgn0039286:chr3R:21010735:+	2	0	0	0	0	0	0	0
FBgn0039386:chr3R:21721602:+	0	0	0	0	1	0	1	0
FBgn0039411:chr3R:21924433:-	0	0	0	0	0	0	1	0
FBgn0039417:chr3R:22014526:-	0	2	0	0	0	0	0	0
FBgn0039429:chr3R:22284075:+	0	2	0	0	0	0	0	0
FBgn0039430:chr3R:22291320:+	1	0	0	0	0	0	0	0
FBgn0039430:chr3R:22291795:+	1	0	0	0	0	0	0	0
FBgn0039434:chr3R:22444845:+	1	0	0	0	0	0	0	0
FBgn0039451:chr3R:22550937:-	2	0	0	0	0	0	0	0
FBgn0039510:chr3R:23148047:-	0	0	0	0	0	0	0	1
FBgn0039527:chr3R:23419260:-	1	2	0	0	0	0	0	0
FBgn0039543:chr3R:23532373:-	1	0	0	0	0	0	0	0
FBgn0039543:chr3R:23532468:-	1	0	0	0	0	0	0	0
FBgn0039544:chr3R:23532824:+	1	0	0	0	0	0	0	0
FBgn0039562:chr3R:23774380:+	0	0	0	0	0	0	0	1
FBgn0039594:chr3R:24501077:+	2	0	0	0	0	0	0	0
FBgn0039619:chr3R:24816955:+	0	0	0	0	0	0	1	0
FBgn0039620:chr3R:24846128:-	1	0	0	0	0	0	0	0
FBgn0039642:chr3R:24973894:-	0	0	0	0	0	0	0	1
FBgn0039648:chr3R:25023305:+	1	0	0	0	0	0	0	0
FBgn0039683:chr3R:25518313:+	4	0	0	0	0	0	0	0
FBgn0039754:chr3R:26016799:-	1	0	0	0	0	0	0	0
FBgn0039756:chr3R:26028718:-	3	0	0	0	0	0	0	0
FBgn0039770:chr3R:26268963:-	0	0	0	0	0	0	1	0
FBgn0039795:chr3R:26516366:+	1	0	0	0	0	0	0	0
FBgn0039844:chr3R:27207832:+	0	2	0	0	0	0	0	0
FBgn0039851:chr3R:27324961:+	1	0	0	0	0	0	0	0
FBgn0039854:chr3R:27414390:+	0	2	0	0	0	0	0	0
FBgn0039862:chr3R:27484640:+	1	0	0	0	0	0	0	0
FBgn0039905:chr4:414016:-	1	0	0	0	0	0	0	0
FBgn0040068:chrX:19155864:+	1	0	0	0	0	0	0	0
FBgn0040071:chr3R:12051371:+	1	0	0	0	0	0	0	0
FBgn0040089:chrX:19607074:-	1	0	0	0	0	0	0	0
FBgn0040097:chr2L:9254831:-	1	0	0	0	0	0	0	0
FBgn0040318:chr3L:14592668:-	0	0	0	0	0	0	1	0
FBgn0040318:chr3L:14593071:-	0	0	0	0	0	0	1	0
FBgn0040505:chr2R:12525279:-	1	0	0	0	0	0	0	0
FBgn0040573:chr3R:16263646:-	1	0	0	0	0	0	0	0
FBgn0040600:chr3R:20595075:+	3	0	0	0	0	0	0	0
FBgn0040601:chr3R:20731723:-	1	0	0	0	0	0	0	0
FBgn0040609:chr3R:23117911:-	1	0	0	0	0	0	0	0
FBgn0040658:chr2R:18556961:+	0	2	0	0	0	0	0	0
FBgn0040737:chr2R:14199327:+	2	0	0	0	0	0	0	0
FBgn0040752:chr2R:10028403:-	1	0	0	0	0	0	0	0
FBgn0040777:chr2R:4611135:-	0	0	0	0	0	0	0	1
FBgn0040777:chr2R:4611342:-	0	0	0	0	0	0	0	1
FBgn0040837:chr3L:7151199:+	0	2	0	0	0	0	0	0
FBgn0040837:chr3L:7151200:+	0	2	0	0	0	0	0	0
FBgn0040850:chrX:10733263:+	1	0	0	0	0	0	0	0
FBgn0040949:chr2L:5956805:-	0	2	0	0	0	0	0	0
FBgn0041150:chr2L:4915496:-	0	0	0	0	0	2	0	0
FBgn0041156:chr3L:7941291:+	0	0	0	0	0	0	0	1
FBgn0041160:chr3L:15692949:-	1	0	0	0	0	0	0	0
FBgn0041194:chr3L:6907064:-	0	2	0	0	0	0	0	0
FBgn0041225:chr3R:18877411:+	0	2	0	0	0	0	0	0
FBgn0041342:chr3L:1547334:+	0	2	0	0	0	0	0	0
FBgn0041605:chr3R:107426:+	1	0	0	0	0	0	0	0
FBgn0041605:chr3R:107552:+	1	0	0	0	0	0	0	0
FBgn0041605:chr3R:107625:+	1	0	0	0	0	0	0	0
FBgn0041605:chr3R:107886:+	1	0	0	0	0	0	0	0
FBgn0041605:chr3R:110074:+	0	0	0	0	0	0	0	1
FBgn0041605:chr3R:117460:+	1	0	0	0	0	0	0	0
FBgn0041605:chr3R:117670:+	1	0	0	0	0	0	0	0
FBgn0042111:chr3R:23070951:-	1	0	0	0	0	0	0	0
FBgn0042650:chrX:16042982:-	1	0	0	0	0	0	0	0
FBgn0043005:chr3R:19524749:-	0	0	0	1	0	0	0	0
FBgn0043364:chr2L:479682:-	1	0	0	0	0	0	0	0
FBgn0045852:chr2L:18782304:-	1	0	0	0	0	0	0	0
FBgn0046225:chr3R:7289358:+	0	0	1	0	0	0	0	0
FBgn0046247:chr3R:23101040:+	1	0	0	0	0	0	0	0
FBgn0046247:chr3R:23101113:+	1	0	0	0	0	0	0	0
FBgn0046685:chr3R:20455810:-	2	0	0	0	0	0	0	0
FBgn0050015:chr2R:6731528:-	0	0	0	0	0	2	0	0
FBgn0050039:chr2R:7939260:-	0	0	0	0	0	0	0	1
FBgn0050083:chr2R:11600149:-	0	0	0	0	0	0	0	1
FBgn0050098:chr2R:12242720:-	0	0	0	0	0	0	0	1
FBgn0050394:chr2R:17211056:-	1	0	0	0	0	0	0	0
FBgn0050420:chr2R:20764231:+	0	0	0	0	0	0	0	1
FBgn0050476:chr2R:10640031:+	0	0	1	0	0	0	0	0
FBgn0050492:chr2R:3510749:+	0	0	0	0	1	0	0	0
FBgn0050497:chr2R:3646221:-	1	0	0	0	0	0	0	0
FBgn0051048:chr3R:24671689:+	1	0	0	0	0	0	0	0
FBgn0051105:chr3R:20685456:-	0	0	0	0	0	0	0	1
FBgn0051323:chr3R:21996571:+	1	0	0	0	0	0	0	0
FBgn0051324:chr3R:21932592:+	1	0	0	0	0	0	0	0
FBgn0051345:chr3R:8642751:-	0	0	0	0	0	0	1	0
FBgn0051462:chr3R:4213924:-	1	0	0	0	0	0	0	0
FBgn0051522:chr3R:276540:-	1	0	0	0	0	0	0	0
FBgn0051522:chr3R:276555:-	1	0	0	0	0	0	0	0
FBgn0051523:chr3R:297321:-	1	0	0	0	0	0	0	0
FBgn0051536:chr3R:736278:+	1	0	0	0	0	0	0	0
FBgn0051554:chr3R:1642343:+	1	0	0	0	0	0	0	0
FBgn0051561:chr3R:2130992:+	0	0	0	0	1	2	1	0
FBgn0051632:chr2L:6822317:+	0	0	1	0	0	0	0	0
FBgn0051694:chr2L:2874518:-	1	0	0	0	0	0	0	0
FBgn0051730:chr2L:13259641:-	0	0	0	1	0	0	0	0
FBgn0051786:chr2L:18215853:-	0	0	0	0	0	0	0	1
FBgn0051856:chr2L:13073845:-	1	0	0	0	0	0	0	0
FBgn0052050:chr3L:9818799:+	3	0	0	0	0	0	0	0
FBgn0052056:chr3L:10218340:-	0	2	0	0	0	0	0	0
FBgn0052066:chr3L:10653081:-	0	0	0	1	0	0	0	0
FBgn0052069:chr3L:11055714:-	0	2	0	0	0	0	0	0
FBgn0052118:chr3L:13091351:+	1	0	0	1	0	0	0	0
FBgn0052138:chr3L:14046869:+	1	0	0	0	0	0	0	0
FBgn0052160:chr3L:16302040:+	1	0	0	0	0	0	0	0
FBgn0052183:chr3L:17683113:+	0	0	0	0	0	0	1	0
FBgn0052183:chr3L:17683115:+	0	0	0	0	0	0	1	0
FBgn0052227:chr3L:20288231:-	1	0	0	0	1	2	1	0
FBgn0052296:chr3L:2730315:-	0	0	0	0	0	0	0	1
FBgn0052298:chr3L:2390989:-	0	0	0	1	0	0	0	0
FBgn0052299:chr3L:2390989:-	0	0	0	1	0	0	0	0
FBgn0052306:chr3L:2462861:+	1	0	0	0	0	0	0	0
FBgn0052352:chr3L:8576676:+	1	0	0	0	0	0	0	0
FBgn0052352:chr3L:8578601:+	0	0	0	1	0	0	0	0
FBgn0052369:chr3L:7797506:-	1	0	0	0	0	0	0	0
FBgn0052394:chr3L:6732746:-	1	0	0	0	0	0	0	0
FBgn0052423:chr3L:5177893:-	2	2	1	0	0	0	0	0
FBgn0052423:chr3L:5241544:-	1	0	0	0	0	0	0	0
FBgn0052423:chr3L:5271044:-	1	0	0	0	0	0	0	0
FBgn0052432:chr3L:20878288:-	0	2	0	0	0	0	0	0
FBgn0052476:chr3L:247495:+	0	2	0	0	0	0	0	0
FBgn0052512:chrX:20938549:-	1	0	0	0	0	0	0	0
FBgn0052556:chrX:17592559:-	1	0	0	0	0	0	0	0
FBgn0052570:chrX:16628984:+	1	0	0	0	0	0	0	0
FBgn0052572:chrX:16615216:+	1	0	0	0	0	0	0	0
FBgn0052663:chrX:11711791:+	3	0	0	0	0	0	0	0
FBgn0052690:chrX:10098471:+	0	0	0	0	0	0	0	1
FBgn0052694:chrX:9883728:+	2	0	0	0	0	0	0	0
FBgn0052710:chrX:8713255:+	0	0	1	0	0	0	0	0
FBgn0052711:chrX:8304128:-	1	0	0	0	0	0	0	0
FBgn0052792:chrX:3451845:+	1	0	0	0	0	0	0	0
FBgn0052813:chrX:1282603:+	1	0	0	0	0	0	0	0
FBgn0052813:chrX:1282692:+	1	0	0	0	0	0	0	0
FBgn0052830:chr2L:11254574:+	0	0	0	0	0	0	0	1
FBgn0052970:chr2L:14301177:+	0	0	1	0	1	0	1	1
FBgn0052982:chr2L:9151201:+	0	0	0	0	0	0	0	1
FBgn0053080:chrX:5607560:-	0	0	0	0	0	0	0	1
FBgn0053113:chr2L:4997378:-	1	0	0	0	0	0	0	0
FBgn0053113:chr2L:5009744:-	1	0	0	0	0	0	0	0
FBgn0053181:chrX:8396422:+	2	0	0	0	0	0	0	0
FBgn0053196:chr2L:4591963:-	0	0	0	0	1	0	1	1
FBgn0053205:chr3L:9814768:+	2	0	0	0	0	0	0	0
FBgn0053207:chr3R:11491908:+	1	0	0	0	0	0	0	0
FBgn0053208:chr3R:5868543:-	1	0	0	0	0	0	0	0
FBgn0053291:chr3L:21638060:+	0	0	0	0	1	0	1	0
FBgn0053329:chr3R:10049877:-	0	0	0	0	0	0	1	0
FBgn0053513:chrX:1390229:-	0	2	0	0	0	0	0	0
FBgn0053513:chrX:1390416:-	0	2	0	0	0	0	0	0
FBgn0053517:chrX:19922189:-	2	0	0	0	0	0	0	0
FBgn0053517:chrX:19922226:-	2	0	0	0	0	0	0	0
FBgn0053526:chr2L:870464:+	0	0	0	0	0	0	0	1
FBgn0053526:chr2L:871096:+	0	0	0	0	0	0	0	1
FBgn0053555:chr3R:10646665:-	1	0	0	0	0	0	0	0
FBgn0053556:chr3L:7087918:+	1	0	0	0	0	0	0	0
FBgn0053639:chrX:18114067:-	1	0	0	0	0	0	0	0
FBgn0053666:chrX:6371003:-	0	0	0	0	0	0	0	1
FBgn0053772:chr3L:22645625:-	1	0	0	0	0	0	0	0
FBgn0053970:chr3R:22144080:+	1	0	0	0	0	0	0	0
FBgn0053993:chr3L:5943755:-	1	0	0	0	0	0	0	0
FBgn0054006:chr3R:23045064:-	0	0	0	0	0	0	0	1
FBgn0054045:chr2R:15220213:+	0	2	0	0	0	0	0	0
FBgn0061469:chr3L:11203680:-	1	0	0	0	0	0	0	0
FBgn0063649:chr3R:11983883:+	2	0	0	0	0	0	0	0
FBgn0064121:chrX:6762541:+	2	0	0	0	0	0	0	0
FBgn0064122:chrX:6762541:+	2	0	0	0	0	0	0	0
FBgn0067052:chrX:10483215:+	0	0	0	1	0	0	0	0
FBgn0082582:chr3R:26388894:+	0	0	0	0	0	0	0	1
FBgn0083919:chr2R:11702450:-	1	0	0	0	0	0	0	0
FBgn0083972:chr2L:21096922:+	0	0	0	0	1	0	1	0
FBgn0085232:chr2R:17169161:-	0	0	0	0	0	2	1	0
FBgn0085238:chr2R:18929143:-	1	0	0	0	0	0	0	0
FBgn0085268:chr3L:11034069:-	0	2	0	0	0	0	0	0
FBgn0085279:chr3L:17469389:+	0	2	0	0	0	0	0	0
FBgn0085323:chr3R:23466518:-	0	0	0	0	0	0	0	1
FBgn0085354:chrX:16615440:-	1	0	0	0	0	0	0	0
FBgn0085370:chr2L:18563172:-	1	0	0	0	1	0	1	0
FBgn0085379:chr2R:4892622:-	2	0	0	0	0	0	0	0
FBgn0085382:chr3R:23659841:-	1	0	0	0	0	0	0	0
FBgn0085386:chr3R:383789:-	1	0	0	0	0	0	0	0
FBgn0085387:chrX:20674656:-	2	0	0	0	0	0	0	0
FBgn0085391:chr3R:23873296:+	1	0	0	0	0	0	0	0
FBgn0085394:chr2R:11297677:+	0	2	0	0	0	0	0	0
FBgn0085408:chr2R:10229567:+	0	2	0	0	0	0	0	0
FBgn0085412:chr3R:9540945:+	1	0	0	0	0	0	0	0
FBgn0085419:chr2R:14427090:+	1	0	0	0	0	0	0	0
FBgn0085423:chr2L:3373047:-	0	0	0	0	0	0	0	1
FBgn0085437:chrX:10114143:+	0	2	0	0	0	0	0	0
FBgn0085443:chrX:10387769:-	1	0	0	0	0	0	0	0
FBgn0085445:chr3L:7706750:-	0	0	0	0	0	2	0	0
FBgn0085447:chr3L:5684527:+	1	0	0	0	0	0	0	0
FBgn0086364:chr3R:9809083:-	1	0	0	0	0	0	0	0
FBgn0086448:chrX:16253373:+	0	2	0	0	0	0	0	0
FBgn0086611:chr3L:6124086:-	0	2	0	0	0	0	0	0
FBgn0086673:chr2L:16807318:+	1	0	0	0	0	0	0	0
FBgn0086687:chr3R:8265322:+	0	2	0	0	0	0	0	0
FBgn0086691:chr2L:15275060:-	0	0	0	0	0	0	0	1
FBgn0086899:chrX:3670092:+	1	0	0	0	0	0	0	0
FBgn0086902:chr2L:221946:-	1	0	0	0	0	0	0	0
FBgn0086910:chr3R:7604071:-	1	0	0	0	0	0	0	0
FBgn0243505:chrX:8110162:+	1	0	0	0	0	0	0	0
FBgn0243505:chrX:8110857:+	1	0	0	0	0	0	0	0
FBgn0243516:chr2R:18003843:-	0	2	0	0	0	0	0	0
FBgn0250786:chr2L:2987677:-	0	0	0	0	0	0	0	1
FBgn0250788:chrX:17551454:+	1	0	0	0	0	0	0	0
FBgn0250823:chr3R:12106630:+	1	0	0	0	0	0	0	0
FBgn0250826:chr2L:10579809:+	0	0	0	0	0	0	0	1
FBgn0259111:chr2L:7240500:-	1	0	0	0	0	0	0	0
FBgn0259143:chrX:12358132:+	1	0	0	0	0	0	0	0
FBgn0259150:chrX:5556085:-	0	0	0	0	0	0	0	1
FBgn0259164:chr3L:6059595:+	0	0	0	0	0	0	1	0
FBgn0259170:chrX:10203140:-	1	0	0	0	0	0	0	0
FBgn0259172:chr3R:3135119:-	1	0	0	0	0	0	0	0
FBgn0259176:chr2L:12483574:-	1	0	0	0	0	0	0	0
FBgn0259176:chr2L:12493497:-	1	0	0	0	0	0	0	0
FBgn0259183:chr2R:9977840:+	0	0	0	0	0	2	0	1
FBgn0259211:chr2R:13690294:+	1	0	0	0	0	0	0	0
FBgn0259211:chr2R:13711070:+	1	0	0	0	0	0	0	0
FBgn0259211:chr2R:13720110:+	1	0	0	0	0	0	0	0
FBgn0259217:chr3R:7476418:-	1	0	0	0	0	0	0	0
FBgn0259220:chr3R:24717616:+	1	0	0	0	0	0	0	0
FBgn0259220:chr3R:24738609:+	1	0	0	0	0	0	0	0
FBgn0259228:chrX:6689611:-	0	2	0	0	0	0	0	0
FBgn0259243:chr3L:20819074:+	0	0	0	0	0	0	0	1
FBgn0259243:chr3L:20821118:+	1	0	0	0	0	0	0	0
FBgn0259243:chr3L:20821325:+	1	0	0	0	0	0	0	0
FBgn0259481:chr3L:11546212:-	1	0	0	0	0	0	0	0
FBgn0259677:chrX:22268488:+	2	0	0	0	0	0	0	0
FBgn0259680:chrX:12326259:+	0	2	0	0	0	0	0	0
FBgn0259685:chr3R:20121138:+	0	0	0	0	1	0	1	0
FBgn0259730:chr3R:9638838:+	3	0	0	0	0	0	0	0
FBgn0259731:chr3R:9638838:+	3	0	0	0	0	0	0	0
FBgn0259732:chr3R:9638838:+	3	0	0	0	0	0	0	0
FBgn0259733:chr3R:9638838:+	3	0	0	0	0	0	0	0
FBgn0259750:chr2L:11210681:+	0	0	0	0	0	0	1	0
FBgn0259819:chr2L:18204884:-	0	0	0	0	0	0	0	1
FBgn0259823:chr3R:11077403:+	0	0	0	1	0	0	0	0
FBgn0259971:chr3L:13292122:-	0	0	0	0	0	0	0	1
FBgn0259994:chrX:5542186:-	1	0	0	0	0	0	0	0
FBgn0259994:chrX:5542510:-	1	0	0	0	0	0	0	0
FBgn0260003:chr3R:15334982:+	1	0	0	0	0	0	0	0
FBgn0260429:chr2R:11501607:+	2	0	0	0	0	0	0	0
FBgn0260446:chr2L:15017154:+	0	0	0	0	0	0	0	1
FBgn0260479:chr2L:7738795:-	1	0	0	0	0	0	0	0
FBgn0260642:chr3R:2824950:-	2	0	0	0	0	0	0	0
FBgn0260657:chr3L:4557275:+	0	0	1	1	0	0	0	0
FBgn0260657:chr3L:4574981:+	1	0	0	0	0	0	0	0
FBgn0260713:chr3R:3130314:+	2	0	0	0	0	0	0	0
FBgn0260745:chr3R:7818996:-	1	0	0	0	0	0	0	0
FBgn0260745:chr3R:7819037:-	1	0	0	0	0	0	0	0
FBgn0260942:chr3R:18376405:+	3	0	0	0	0	0	0	0
FBgn0260943:chr3L:17141054:-	3	0	0	0	0	0	0	0
FBgn0260943:chr3L:17231310:-	1	0	0	0	0	0	0	0
FBgn0260952:chr2L:5151749:+	1	0	0	0	0	0	0	0
FBgn0260954:chr2L:14741837:-	1	0	0	0	0	0	0	0
FBgn0260964:chr2R:9420494:-	1	0	0	0	0	0	0	0
FBgn0260966:chr2L:19866457:+	0	0	0	0	0	0	0	1
FBgn0260968:chr3L:8063038:-	0	0	0	0	0	0	0	1
FBgn0260970:chrX:7831002:+	1	0	0	0	0	0	0	0
